time;FM1 ;FM2 ;FM3 ;FF1 ;FF2 ;FF3
238.00;-0.32;-0.40;-0.02;0.19;-0.46;-0.01
238.04;-0.32;-0.40;-0.02;0.19;-0.46;-0.01
238.08;-0.32;-0.40;-0.02;0.19;-0.46;-0.01
238.12;-0.32;-0.40;-0.02;0.19;-0.46;-0.01
238.16;-0.32;-0.40;-0.02;0.19;-0.46;-0.01
238.20;-0.32;-0.40;-0.02;0.19;-0.46;-0.01
238.24;-0.32;-0.40;-0.02;0.19;-0.46;-0.01
238.28;-0.32;-0.40;-0.01;0.19;-0.46;-0.01
238.32;-0.32;-0.40;-0.01;0.19;-0.45;-0.01
238.36;-0.32;-0.40;-0.01;0.19;-0.43;-0.01
238.40;-0.32;-0.40;-0.01;0.19;-0.41;-0.01
238.44;-0.32;-0.40;-0.01;0.19;-0.41;-0.01
238.48;-0.32;-0.40;-0.01;0.19;-0.40;-0.01
238.52;-0.32;-0.40;-0.01;0.19;-0.40;-0.01
238.56;-0.32;-0.40;-0.01;0.19;-0.40;-0.01
238.60;-0.32;-0.40;-0.01;0.19;-0.40;-0.01
238.64;-0.32;-0.40;-0.01;0.19;-0.40;-0.01
238.68;-0.32;-0.40;-0.01;0.19;-0.40;-0.01
238.72;-0.32;-0.40;-0.01;0.19;-0.40;-0.01
238.76;-0.32;-0.40;-0.01;0.19;-0.40;-0.01
238.80;-0.32;-0.40;-0.01;0.19;-0.40;-0.01
238.84;-0.32;-0.40;-0.01;0.19;-0.40;-0.01
238.88;-0.32;-0.40;-0.01;0.19;-0.40;-0.01
238.92;-0.32;-0.40;-0.01;0.19;-0.40;-0.01
238.96;-0.32;-0.40;-0.01;0.19;-0.41;-0.01
239.00;-0.32;-0.40;-0.01;0.19;-0.41;-0.01
239.04;-0.32;-0.40;-0.01;0.19;-0.41;-0.01
239.08;-0.32;-0.40;-0.01;0.19;-0.41;-0.01
239.12;-0.32;-0.40;-0.01;0.19;-0.45;-0.01
239.16;-0.32;-0.40;-0.01;0.19;-0.47;-0.01
239.20;-0.32;-0.40;-0.01;0.19;-0.47;-0.01
239.24;-0.32;-0.40;-0.01;0.19;-0.48;-0.01
239.28;-0.32;-0.40;-0.01;0.19;-0.49;-0.01
239.32;-0.32;-0.40;-0.01;0.19;-0.49;-0.01
239.36;-0.32;-0.39;-0.01;0.19;-0.49;-0.01
239.40;-0.32;-0.39;-0.01;0.19;-0.49;-0.01
239.44;-0.32;-0.39;-0.01;0.19;-0.49;-0.01
239.48;-0.32;-0.39;-0.01;0.19;-0.49;-0.01
239.52;-0.32;-0.39;-0.01;0.19;-0.51;-0.01
239.56;-0.32;-0.39;-0.01;0.19;-0.54;-0.01
239.60;-0.32;-0.39;-0.01;0.19;-0.54;-0.01
239.64;-0.32;-0.39;-0.01;0.19;-0.55;-0.01
239.68;-0.32;-0.39;-0.01;0.19;-0.55;-0.01
239.72;-0.32;-0.39;-0.01;0.19;-0.55;-0.01
239.76;-0.32;-0.39;-0.01;0.19;-0.55;-0.01
239.80;-0.32;-0.39;-0.01;0.19;-0.56;-0.01
239.84;-0.32;-0.39;-0.01;0.19;-0.56;-0.01
239.88;-0.32;-0.39;-0.01;0.19;-0.56;-0.01
239.92;-0.32;-0.39;-0.01;0.19;-0.56;-0.01
239.96;-0.32;-0.39;-0.01;0.19;-0.57;-0.01
240.00;-0.32;-0.39;-0.01;0.19;-0.57;-0.01
240.04;-0.32;-0.39;-0.01;0.19;-0.58;-0.01
240.08;-0.32;-0.39;-0.01;0.19;-0.58;-0.01
240.12;-0.32;-0.39;-0.01;0.19;-0.58;-0.01
240.16;-0.32;-0.39;-0.01;0.19;-0.58;-0.01
240.20;-0.32;-0.39;-0.01;0.19;-0.58;-0.01
240.24;-0.32;-0.39;-0.01;0.19;-0.58;-0.01
240.28;-0.32;-0.39;-0.01;0.19;-0.58;-0.01
240.32;-0.32;-0.39;-0.01;0.19;-0.58;-0.01
240.36;-0.32;-0.39;-0.01;0.19;-0.58;-0.01
240.40;-0.32;-0.39;-0.01;0.19;-0.60;-0.01
240.44;-0.32;-0.39;-0.01;0.19;-0.60;-0.01
240.48;-0.32;-0.39;-0.01;0.19;-0.61;-0.01
240.52;-0.32;-0.39;-0.01;0.19;-0.61;-0.01
240.56;-0.32;-0.39;-0.01;0.18;-0.61;-0.01
240.60;-0.32;-0.39;-0.01;0.18;-0.61;-0.01
240.64;-0.32;-0.39;-0.01;0.18;-0.62;-0.01
240.68;-0.32;-0.39;-0.01;0.18;-0.62;-0.01
240.72;-0.32;-0.39;-0.01;0.18;-0.62;-0.01
240.76;-0.32;-0.38;-0.01;0.18;-0.62;-0.01
240.80;-0.32;-0.37;-0.01;0.18;-0.62;-0.01
240.84;-0.32;-0.37;-0.01;0.18;-0.62;-0.01
240.88;-0.32;-0.36;-0.01;0.18;-0.62;-0.01
240.92;-0.32;-0.36;-0.01;0.18;-0.62;-0.01
240.96;-0.32;-0.35;-0.01;0.18;-0.62;-0.01
241.00;-0.32;-0.34;-0.01;0.18;-0.62;-0.01
241.04;-0.32;-0.30;-0.01;0.18;-0.60;-0.01
241.08;-0.32;-0.27;-0.01;0.18;-0.58;-0.01
241.12;-0.32;-0.26;-0.01;0.18;-0.57;-0.01
241.16;-0.32;-0.25;-0.01;0.18;-0.57;-0.01
241.20;-0.32;-0.25;-0.01;0.18;-0.57;-0.01
241.24;-0.32;-0.24;-0.01;0.18;-0.57;-0.01
241.28;-0.32;-0.24;-0.01;0.18;-0.57;-0.01
241.32;-0.32;-0.23;-0.01;0.18;-0.57;-0.01
241.36;-0.32;-0.23;-0.01;0.18;-0.57;-0.01
241.40;-0.32;-0.22;-0.01;0.18;-0.57;-0.01
241.44;-0.32;-0.22;-0.01;0.18;-0.57;-0.01
241.48;-0.32;-0.22;-0.01;0.18;-0.57;-0.01
241.52;-0.32;-0.22;-0.01;0.18;-0.57;-0.01
241.56;-0.32;-0.22;-0.01;0.18;-0.56;-0.01
241.60;-0.32;-0.22;-0.01;0.18;-0.56;-0.01
241.64;-0.32;-0.22;-0.01;0.18;-0.55;-0.01
241.68;-0.32;-0.22;-0.01;0.18;-0.55;-0.01
241.72;-0.32;-0.22;-0.01;0.18;-0.55;-0.01
241.76;-0.32;-0.22;-0.01;0.18;-0.56;-0.01
241.80;-0.32;-0.22;-0.01;0.18;-0.56;-0.01
241.84;-0.32;-0.22;-0.01;0.18;-0.56;-0.01
241.88;-0.32;-0.22;-0.01;0.18;-0.55;-0.01
241.92;-0.32;-0.22;-0.01;0.18;-0.55;-0.01
241.96;-0.32;-0.22;-0.01;0.18;-0.55;-0.01
242.00;-0.32;-0.22;-0.01;0.18;-0.54;-0.01
242.04;-0.32;-0.22;-0.01;0.18;-0.53;-0.01
242.08;-0.32;-0.22;-0.01;0.18;-0.52;-0.01
242.12;-0.33;-0.23;-0.01;0.18;-0.51;-0.01
242.16;-0.34;-0.23;-0.01;0.18;-0.50;-0.01
242.20;-0.34;-0.24;-0.01;0.18;-0.50;0.00
242.24;-0.34;-0.24;-0.01;0.18;-0.50;0.01
242.28;-0.35;-0.24;-0.01;0.18;-0.50;0.02
242.32;-0.35;-0.24;-0.01;0.18;-0.50;0.02
242.36;-0.37;-0.26;-0.01;0.18;-0.50;0.02
242.40;-0.38;-0.27;-0.01;0.18;-0.50;0.02
242.44;-0.38;-0.29;-0.01;0.18;-0.50;0.03
242.48;-0.38;-0.30;-0.01;0.18;-0.50;0.03
242.52;-0.38;-0.30;-0.01;0.18;-0.50;0.03
242.56;-0.38;-0.31;-0.01;0.18;-0.50;0.03
242.60;-0.38;-0.32;-0.01;0.18;-0.50;0.03
242.64;-0.38;-0.32;-0.01;0.18;-0.50;0.03
242.68;-0.38;-0.32;-0.01;0.18;-0.50;0.03
242.72;-0.38;-0.33;-0.01;0.18;-0.50;0.03
242.76;-0.38;-0.33;-0.01;0.18;-0.50;0.03
242.80;-0.38;-0.33;-0.01;0.18;-0.49;0.03
242.84;-0.38;-0.33;-0.01;0.18;-0.48;0.03
242.88;-0.38;-0.34;-0.01;0.18;-0.47;0.03
242.92;-0.38;-0.35;-0.01;0.18;-0.47;0.03
242.96;-0.38;-0.37;-0.01;0.18;-0.46;0.03
243.00;-0.38;-0.39;-0.01;0.18;-0.46;0.03
243.04;-0.38;-0.40;-0.01;0.18;-0.45;0.03
243.08;-0.38;-0.41;-0.01;0.18;-0.45;0.03
243.12;-0.38;-0.41;-0.01;0.18;-0.45;0.03
243.16;-0.38;-0.41;-0.01;0.18;-0.45;0.03
243.20;-0.38;-0.41;-0.01;0.18;-0.45;0.03
243.24;-0.38;-0.41;-0.01;0.18;-0.45;0.03
243.28;-0.38;-0.42;-0.01;0.18;-0.45;0.03
243.32;-0.38;-0.42;-0.01;0.18;-0.45;0.03
243.36;-0.38;-0.43;0.00;0.18;-0.45;0.03
243.40;-0.38;-0.43;0.00;0.18;-0.45;0.03
243.44;-0.38;-0.43;0.01;0.18;-0.45;0.03
243.48;-0.38;-0.43;0.01;0.18;-0.45;0.03
243.52;-0.38;-0.43;0.01;0.18;-0.45;0.03
243.56;-0.38;-0.43;0.02;0.18;-0.45;0.03
243.60;-0.38;-0.43;0.03;0.18;-0.45;0.03
243.64;-0.38;-0.43;0.03;0.18;-0.45;0.03
243.68;-0.38;-0.43;0.03;0.18;-0.45;0.03
243.72;-0.38;-0.43;0.03;0.18;-0.45;0.03
243.76;-0.38;-0.43;0.04;0.18;-0.45;0.03
243.80;-0.38;-0.43;0.04;0.18;-0.45;0.02
243.84;-0.38;-0.43;0.04;0.18;-0.45;0.02
243.88;-0.38;-0.43;0.05;0.18;-0.45;0.02
243.92;-0.38;-0.43;0.05;0.18;-0.45;0.02
243.96;-0.38;-0.43;0.05;0.18;-0.45;0.01
244.00;-0.38;-0.43;0.05;0.18;-0.45;0.01
244.04;-0.38;-0.43;0.06;0.18;-0.45;0.01
244.08;-0.38;-0.43;0.06;0.18;-0.45;0.01
244.12;-0.38;-0.43;0.06;0.18;-0.45;0.01
244.16;-0.38;-0.43;0.06;0.18;-0.45;0.01
244.20;-0.38;-0.43;0.06;0.18;-0.46;0.01
244.24;-0.38;-0.43;0.07;0.18;-0.46;0.01
244.28;-0.38;-0.43;0.07;0.18;-0.46;0.01
244.32;-0.38;-0.43;0.07;0.18;-0.46;0.01
244.36;-0.38;-0.43;0.07;0.18;-0.46;0.01
244.40;-0.38;-0.43;0.07;0.18;-0.46;0.01
244.44;-0.38;-0.43;0.07;0.18;-0.46;0.01
244.48;-0.38;-0.43;0.07;0.18;-0.46;0.01
244.52;-0.38;-0.43;0.07;0.18;-0.45;0.01
244.56;-0.38;-0.43;0.07;0.18;-0.45;0.01
244.60;-0.38;-0.43;0.07;0.18;-0.45;0.01
244.64;-0.38;-0.43;0.07;0.18;-0.44;0.01
244.68;-0.38;-0.43;0.07;0.18;-0.43;0.01
244.72;-0.38;-0.43;0.07;0.18;-0.43;0.01
244.76;-0.38;-0.43;0.07;0.18;-0.42;0.01
244.80;-0.38;-0.43;0.07;0.18;-0.42;0.01
244.84;-0.38;-0.43;0.07;0.18;-0.41;0.01
244.88;-0.38;-0.43;0.07;0.18;-0.41;0.01
244.92;-0.38;-0.43;0.07;0.18;-0.41;0.01
244.96;-0.38;-0.43;0.07;0.18;-0.41;0.01
245.00;-0.38;-0.43;0.07;0.18;-0.40;0.01
245.04;-0.38;-0.43;0.07;0.18;-0.40;0.01
245.08;-0.38;-0.43;0.07;0.18;-0.40;0.01
245.12;-0.38;-0.43;0.07;0.18;-0.40;0.01
245.16;-0.38;-0.43;0.07;0.18;-0.40;0.01
245.20;-0.38;-0.43;0.07;0.18;-0.40;0.01
245.24;-0.38;-0.42;0.07;0.18;-0.40;0.01
245.28;-0.38;-0.42;0.07;0.18;-0.40;0.01
245.32;-0.38;-0.41;0.07;0.18;-0.40;0.01
245.36;-0.38;-0.38;0.07;0.18;-0.40;0.01
245.40;-0.37;-0.37;0.07;0.18;-0.40;0.01
245.44;-0.35;-0.37;0.07;0.18;-0.39;0.01
245.48;-0.34;-0.37;0.07;0.18;-0.38;0.01
245.52;-0.33;-0.37;0.07;0.18;-0.37;0.01
245.56;-0.32;-0.37;0.07;0.18;-0.37;0.01
245.60;-0.32;-0.37;0.07;0.18;-0.37;0.01
245.64;-0.32;-0.37;0.07;0.18;-0.37;0.01
245.68;-0.31;-0.37;0.07;0.18;-0.37;0.01
245.72;-0.30;-0.36;0.07;0.18;-0.37;0.01
245.76;-0.30;-0.36;0.07;0.18;-0.37;0.01
245.80;-0.30;-0.36;0.07;0.18;-0.37;0.01
245.84;-0.30;-0.36;0.07;0.18;-0.37;0.01
245.88;-0.30;-0.36;0.07;0.18;-0.37;0.01
245.92;-0.30;-0.36;0.08;0.18;-0.37;0.01
245.96;-0.30;-0.36;0.08;0.18;-0.37;0.01
246.00;-0.30;-0.35;0.08;0.19;-0.37;0.01
246.04;-0.30;-0.35;0.08;0.19;-0.37;0.01
246.08;-0.30;-0.35;0.09;0.19;-0.37;0.01
246.12;-0.30;-0.35;0.09;0.19;-0.37;0.01
246.16;-0.30;-0.35;0.10;0.19;-0.37;0.01
246.20;-0.30;-0.35;0.10;0.20;-0.37;0.01
246.24;-0.30;-0.34;0.10;0.20;-0.37;0.01
246.28;-0.30;-0.34;0.11;0.21;-0.37;0.01
246.32;-0.30;-0.34;0.11;0.21;-0.37;0.01
246.36;-0.30;-0.34;0.11;0.21;-0.37;0.01
246.40;-0.30;-0.34;0.11;0.21;-0.37;0.01
246.44;-0.30;-0.34;0.12;0.21;-0.37;0.01
246.48;-0.30;-0.34;0.12;0.21;-0.37;0.01
246.52;-0.30;-0.34;0.12;0.21;-0.37;0.01
246.56;-0.30;-0.34;0.12;0.22;-0.37;0.01
246.60;-0.30;-0.35;0.12;0.22;-0.35;0.01
246.64;-0.30;-0.37;0.12;0.23;-0.34;0.01
246.68;-0.31;-0.38;0.12;0.23;-0.34;0.01
246.72;-0.31;-0.38;0.12;0.23;-0.33;0.01
246.76;-0.31;-0.39;0.12;0.23;-0.33;0.01
246.80;-0.31;-0.40;0.12;0.23;-0.33;0.01
246.84;-0.31;-0.40;0.12;0.23;-0.33;0.01
246.88;-0.31;-0.40;0.12;0.24;-0.33;0.01
246.92;-0.31;-0.40;0.12;0.24;-0.33;0.01
246.96;-0.31;-0.40;0.12;0.24;-0.33;0.01
247.00;-0.31;-0.40;0.12;0.24;-0.34;0.01
247.04;-0.32;-0.40;0.12;0.24;-0.34;0.01
247.08;-0.33;-0.40;0.12;0.24;-0.34;0.01
247.12;-0.34;-0.40;0.12;0.24;-0.34;0.01
247.16;-0.34;-0.40;0.12;0.24;-0.34;0.01
247.20;-0.35;-0.40;0.12;0.24;-0.34;0.01
247.24;-0.36;-0.40;0.12;0.24;-0.34;0.01
247.28;-0.36;-0.40;0.12;0.24;-0.34;0.01
247.32;-0.36;-0.40;0.12;0.24;-0.34;0.01
247.36;-0.36;-0.40;0.12;0.24;-0.35;0.01
247.40;-0.36;-0.40;0.12;0.24;-0.36;0.01
247.44;-0.36;-0.40;0.12;0.24;-0.37;0.01
247.48;-0.36;-0.40;0.12;0.24;-0.38;0.01
247.52;-0.36;-0.40;0.12;0.24;-0.38;0.01
247.56;-0.36;-0.40;0.12;0.24;-0.38;0.01
247.60;-0.36;-0.40;0.12;0.24;-0.38;0.01
247.64;-0.36;-0.40;0.12;0.24;-0.38;0.01
247.68;-0.36;-0.40;0.12;0.24;-0.38;0.01
247.72;-0.36;-0.40;0.12;0.24;-0.38;0.01
247.76;-0.36;-0.40;0.12;0.24;-0.38;0.01
247.80;-0.36;-0.40;0.12;0.24;-0.38;0.01
247.84;-0.36;-0.40;0.12;0.24;-0.38;0.01
247.88;-0.36;-0.40;0.13;0.24;-0.38;0.01
247.92;-0.36;-0.40;0.13;0.24;-0.38;0.01
247.96;-0.36;-0.40;0.13;0.24;-0.38;0.01
248.00;-0.36;-0.40;0.13;0.24;-0.38;0.01
248.04;-0.36;-0.40;0.13;0.24;-0.38;0.01
248.08;-0.36;-0.39;0.13;0.24;-0.38;0.01
248.12;-0.36;-0.39;0.13;0.24;-0.38;0.01
248.16;-0.36;-0.39;0.13;0.24;-0.38;0.01
248.20;-0.36;-0.39;0.13;0.24;-0.38;0.01
248.24;-0.36;-0.38;0.13;0.24;-0.38;0.01
248.28;-0.36;-0.36;0.13;0.24;-0.38;0.01
248.32;-0.36;-0.36;0.13;0.24;-0.38;0.01
248.36;-0.36;-0.36;0.13;0.24;-0.38;0.01
248.40;-0.36;-0.35;0.13;0.24;-0.38;0.01
248.44;-0.36;-0.35;0.13;0.24;-0.38;0.01
248.48;-0.36;-0.34;0.13;0.24;-0.38;0.01
248.52;-0.36;-0.33;0.13;0.24;-0.38;0.01
248.56;-0.36;-0.33;0.13;0.24;-0.39;0.01
248.60;-0.36;-0.32;0.13;0.24;-0.41;0.01
248.64;-0.36;-0.32;0.13;0.24;-0.41;0.01
248.68;-0.36;-0.32;0.13;0.24;-0.41;0.01
248.72;-0.36;-0.32;0.13;0.24;-0.41;0.01
248.76;-0.36;-0.32;0.13;0.24;-0.41;0.01
248.80;-0.36;-0.32;0.13;0.24;-0.41;0.01
248.84;-0.36;-0.32;0.13;0.24;-0.41;0.01
248.88;-0.36;-0.32;0.13;0.24;-0.41;0.01
248.92;-0.36;-0.32;0.13;0.24;-0.41;0.01
248.96;-0.36;-0.32;0.13;0.24;-0.41;0.01
249.00;-0.36;-0.32;0.13;0.24;-0.41;0.01
249.04;-0.36;-0.32;0.13;0.24;-0.41;0.01
249.08;-0.36;-0.32;0.13;0.24;-0.41;0.01
249.12;-0.36;-0.32;0.13;0.24;-0.41;0.01
249.16;-0.36;-0.32;0.13;0.24;-0.41;0.01
249.20;-0.36;-0.32;0.13;0.24;-0.41;0.01
249.24;-0.36;-0.32;0.13;0.24;-0.41;0.01
249.28;-0.36;-0.32;0.13;0.24;-0.41;0.01
249.32;-0.36;-0.32;0.13;0.24;-0.41;0.01
249.36;-0.36;-0.32;0.13;0.24;-0.41;0.01
249.40;-0.36;-0.32;0.12;0.24;-0.41;0.01
249.44;-0.36;-0.32;0.12;0.24;-0.41;0.01
249.48;-0.36;-0.32;0.12;0.24;-0.41;0.01
249.52;-0.36;-0.32;0.12;0.24;-0.41;0.00
249.56;-0.36;-0.32;0.12;0.24;-0.41;0.00
249.60;-0.36;-0.32;0.12;0.24;-0.41;0.00
249.64;-0.36;-0.32;0.12;0.24;-0.41;0.00
249.68;-0.36;-0.32;0.12;0.24;-0.41;0.00
249.72;-0.36;-0.32;0.12;0.24;-0.41;0.00
249.76;-0.36;-0.32;0.12;0.24;-0.41;0.00
249.80;-0.36;-0.32;0.12;0.24;-0.41;0.00
249.84;-0.36;-0.32;0.12;0.24;-0.40;0.00
249.88;-0.36;-0.32;0.12;0.24;-0.40;0.00
249.92;-0.36;-0.32;0.12;0.24;-0.40;0.00
249.96;-0.36;-0.32;0.12;0.24;-0.39;0.00
250.00;-0.36;-0.32;0.12;0.24;-0.38;0.00
250.04;-0.36;-0.32;0.12;0.24;-0.38;0.00
250.08;-0.36;-0.32;0.12;0.24;-0.38;0.00
250.12;-0.36;-0.32;0.12;0.24;-0.38;0.00
250.16;-0.36;-0.32;0.12;0.24;-0.38;0.00
250.20;-0.36;-0.32;0.12;0.24;-0.38;0.00
250.24;-0.36;-0.32;0.12;0.24;-0.38;0.00
250.28;-0.36;-0.32;0.12;0.24;-0.38;0.00
250.32;-0.36;-0.32;0.12;0.24;-0.38;0.00
250.36;-0.36;-0.32;0.12;0.24;-0.38;0.00
250.40;-0.36;-0.32;0.12;0.24;-0.38;0.00
250.44;-0.36;-0.32;0.12;0.24;-0.38;0.00
250.48;-0.36;-0.32;0.12;0.24;-0.38;0.00
250.52;-0.36;-0.32;0.12;0.24;-0.38;0.00
250.56;-0.36;-0.32;0.12;0.24;-0.38;0.00
250.60;-0.36;-0.32;0.12;0.24;-0.36;0.00
250.64;-0.36;-0.32;0.12;0.24;-0.34;0.00
250.68;-0.36;-0.32;0.12;0.24;-0.33;0.00
250.72;-0.36;-0.32;0.12;0.25;-0.33;0.00
250.76;-0.36;-0.32;0.12;0.25;-0.32;0.00
250.80;-0.36;-0.32;0.12;0.25;-0.32;0.00
250.84;-0.36;-0.32;0.12;0.25;-0.32;0.00
250.88;-0.36;-0.32;0.12;0.25;-0.32;-0.00
250.92;-0.36;-0.32;0.12;0.25;-0.32;-0.00
250.96;-0.36;-0.32;0.12;0.25;-0.32;-0.00
251.00;-0.36;-0.32;0.12;0.25;-0.32;-0.00
251.04;-0.36;-0.32;0.12;0.25;-0.32;-0.00
251.08;-0.36;-0.32;0.12;0.25;-0.32;-0.00
251.12;-0.36;-0.32;0.12;0.25;-0.32;-0.00
251.16;-0.36;-0.32;0.12;0.25;-0.33;-0.00
251.20;-0.36;-0.32;0.12;0.25;-0.34;-0.00
251.24;-0.36;-0.32;0.12;0.25;-0.35;-0.00
251.28;-0.36;-0.32;0.12;0.25;-0.35;-0.00
251.32;-0.36;-0.32;0.12;0.25;-0.35;-0.00
251.36;-0.36;-0.32;0.12;0.25;-0.35;-0.00
251.40;-0.36;-0.32;0.12;0.25;-0.35;-0.00
251.44;-0.36;-0.32;0.12;0.25;-0.35;-0.00
251.48;-0.36;-0.32;0.12;0.25;-0.35;-0.00
251.52;-0.36;-0.32;0.12;0.25;-0.35;-0.00
251.56;-0.36;-0.32;0.12;0.25;-0.35;-0.00
251.60;-0.36;-0.32;0.12;0.25;-0.36;-0.00
251.64;-0.36;-0.32;0.12;0.25;-0.38;-0.00
251.68;-0.36;-0.32;0.12;0.25;-0.40;-0.00
251.72;-0.36;-0.32;0.12;0.25;-0.41;-0.00
251.76;-0.36;-0.32;0.12;0.25;-0.41;-0.00
251.80;-0.36;-0.32;0.12;0.25;-0.41;-0.01
251.84;-0.36;-0.32;0.12;0.25;-0.41;-0.01
251.88;-0.36;-0.32;0.12;0.25;-0.41;-0.01
251.92;-0.36;-0.32;0.12;0.25;-0.41;-0.01
251.96;-0.36;-0.32;0.12;0.25;-0.41;-0.01
252.00;-0.36;-0.32;0.12;0.25;-0.41;-0.01
252.04;-0.36;-0.32;0.12;0.25;-0.42;-0.01
252.08;-0.36;-0.32;0.12;0.25;-0.42;-0.01
252.12;-0.36;-0.32;0.13;0.25;-0.42;-0.01
252.16;-0.36;-0.32;0.13;0.25;-0.44;-0.01
252.20;-0.36;-0.32;0.13;0.25;-0.45;-0.01
252.24;-0.36;-0.32;0.14;0.25;-0.45;-0.01
252.28;-0.36;-0.32;0.14;0.25;-0.45;-0.01
252.32;-0.36;-0.32;0.14;0.25;-0.45;-0.01
252.36;-0.36;-0.32;0.14;0.25;-0.45;-0.01
252.40;-0.36;-0.32;0.14;0.25;-0.45;-0.01
252.44;-0.36;-0.32;0.14;0.25;-0.45;-0.01
252.48;-0.36;-0.32;0.14;0.25;-0.45;-0.01
252.52;-0.36;-0.32;0.14;0.25;-0.45;-0.01
252.56;-0.36;-0.32;0.14;0.25;-0.46;-0.02
252.60;-0.36;-0.32;0.14;0.25;-0.47;-0.02
252.64;-0.36;-0.32;0.14;0.25;-0.48;-0.02
252.68;-0.36;-0.32;0.15;0.25;-0.48;-0.02
252.72;-0.36;-0.32;0.15;0.25;-0.49;-0.02
252.76;-0.36;-0.32;0.15;0.25;-0.49;-0.02
252.80;-0.36;-0.32;0.16;0.25;-0.49;-0.02
252.84;-0.36;-0.33;0.16;0.25;-0.49;-0.02
252.88;-0.36;-0.35;0.16;0.25;-0.49;-0.02
252.92;-0.36;-0.37;0.17;0.25;-0.50;-0.02
252.96;-0.36;-0.39;0.17;0.25;-0.50;-0.02
253.00;-0.36;-0.40;0.17;0.25;-0.51;-0.02
253.04;-0.36;-0.41;0.17;0.25;-0.51;-0.02
253.08;-0.36;-0.41;0.18;0.25;-0.51;-0.02
253.12;-0.36;-0.41;0.18;0.25;-0.51;-0.02
253.16;-0.36;-0.42;0.20;0.25;-0.52;-0.02
253.20;-0.36;-0.42;0.22;0.25;-0.53;-0.02
253.24;-0.36;-0.43;0.22;0.25;-0.54;-0.02
253.28;-0.36;-0.44;0.22;0.25;-0.55;-0.02
253.32;-0.36;-0.45;0.23;0.25;-0.56;-0.02
253.36;-0.36;-0.45;0.23;0.25;-0.56;-0.02
253.40;-0.36;-0.45;0.23;0.25;-0.56;-0.02
253.44;-0.36;-0.45;0.24;0.25;-0.56;-0.02
253.48;-0.36;-0.45;0.24;0.25;-0.56;-0.02
253.52;-0.36;-0.45;0.24;0.25;-0.56;-0.02
253.56;-0.36;-0.45;0.24;0.25;-0.56;-0.02
253.60;-0.36;-0.45;0.24;0.25;-0.56;-0.01
253.64;-0.36;-0.45;0.24;0.25;-0.56;-0.01
253.68;-0.36;-0.45;0.24;0.25;-0.56;0.00
253.72;-0.36;-0.45;0.24;0.25;-0.56;-0.00
253.76;-0.36;-0.45;0.24;0.25;-0.56;-0.00
253.80;-0.36;-0.45;0.25;0.25;-0.54;-0.00
253.84;-0.36;-0.44;0.25;0.25;-0.53;-0.00
253.88;-0.36;-0.44;0.25;0.25;-0.51;-0.00
253.92;-0.36;-0.44;0.25;0.25;-0.51;-0.00
253.96;-0.36;-0.44;0.25;0.25;-0.51;-0.00
254.00;-0.36;-0.44;0.25;0.25;-0.51;-0.00
254.04;-0.36;-0.44;0.25;0.25;-0.51;-0.00
254.08;-0.36;-0.44;0.25;0.25;-0.51;-0.00
254.12;-0.36;-0.44;0.25;0.25;-0.51;-0.00
254.16;-0.36;-0.44;0.25;0.25;-0.51;-0.00
254.20;-0.36;-0.44;0.25;0.25;-0.51;-0.00
254.24;-0.36;-0.44;0.25;0.25;-0.51;-0.01
254.28;-0.36;-0.44;0.25;0.25;-0.51;-0.01
254.32;-0.36;-0.44;0.25;0.25;-0.51;-0.01
254.36;-0.36;-0.44;0.25;0.25;-0.51;-0.01
254.40;-0.36;-0.44;0.25;0.25;-0.51;-0.01
254.44;-0.36;-0.44;0.25;0.25;-0.51;-0.01
254.48;-0.36;-0.44;0.25;0.25;-0.51;-0.01
254.52;-0.36;-0.44;0.25;0.25;-0.51;-0.01
254.56;-0.36;-0.44;0.25;0.25;-0.51;-0.01
254.60;-0.36;-0.44;0.25;0.25;-0.51;-0.01
254.64;-0.36;-0.44;0.25;0.25;-0.51;-0.01
254.68;-0.36;-0.44;0.25;0.25;-0.51;-0.01
254.72;-0.36;-0.44;0.25;0.25;-0.51;-0.01
254.76;-0.36;-0.44;0.25;0.25;-0.49;-0.01
254.80;-0.36;-0.44;0.25;0.25;-0.48;-0.01
254.84;-0.36;-0.44;0.25;0.25;-0.47;-0.01
254.88;-0.36;-0.44;0.25;0.25;-0.47;-0.02
254.92;-0.36;-0.44;0.25;0.25;-0.46;-0.02
254.96;-0.36;-0.44;0.25;0.25;-0.46;-0.02
255.00;-0.36;-0.44;0.25;0.25;-0.46;-0.02
255.04;-0.36;-0.44;0.25;0.25;-0.47;-0.02
255.08;-0.36;-0.44;0.25;0.25;-0.47;-0.02
255.12;-0.36;-0.44;0.25;0.25;-0.47;-0.02
255.16;-0.36;-0.44;0.25;0.25;-0.47;-0.02
255.20;-0.36;-0.44;0.25;0.25;-0.47;-0.02
255.24;-0.36;-0.44;0.25;0.25;-0.47;-0.02
255.28;-0.36;-0.44;0.25;0.25;-0.47;-0.02
255.32;-0.36;-0.44;0.25;0.25;-0.47;-0.02
255.36;-0.36;-0.44;0.25;0.25;-0.46;-0.02
255.40;-0.36;-0.44;0.25;0.25;-0.45;-0.02
255.44;-0.35;-0.44;0.25;0.25;-0.45;-0.02
255.48;-0.35;-0.44;0.25;0.25;-0.43;-0.02
255.52;-0.34;-0.44;0.25;0.25;-0.43;-0.02
